"","orthogroup","gene","species"
"34992","OG0012259","K03H6.4","C. elegans"
"34993","OG0012260","K04A8.18","C. elegans"
"34994","OG0012261","K04A8.20","C. elegans"
"34995","OG0012262","K04A8.8","C. elegans"
"34996","OG0012263","K04A8.9","C. elegans"
"34997","OG0012264","K04B12.2a","C. elegans"
"34998","OG0012265","K04C1.4","C. elegans"
"34999","OG0012266","K04D7.6","C. elegans"
"35000","OG0012267","K04F10.3a","C. elegans"
"35001","OG0012268","K04G11.1","C. elegans"
"35002","OG0012269","K04G11.4","C. elegans"
"35003","OG0012270","K04G2.10","C. elegans"
"35004","OG0012271","K04G2.12","C. elegans"
"35005","OG0012272","K04H4.5","C. elegans"
"35006","OG0012273","K04H4.6b","C. elegans"
"35007","OG0012274","K04H4.7","C. elegans"
"35008","OG0012275","K04H8.3","C. elegans"
"35009","OG0012276","K05B2.4","C. elegans"
"35010","OG0012277","K05C4.10","C. elegans"
"35011","OG0012278","K05F1.1","C. elegans"
"35012","OG0012279","K05F1.10","C. elegans"
"35013","OG0012280","K05F1.14","C. elegans"
"35014","OG0012281","K05F1.8","C. elegans"
"35015","OG0012282","K05G3.2","C. elegans"
"35016","OG0012283","K05G3.3","C. elegans"
"35017","OG0012284","K06A4.6","C. elegans"
"35018","OG0012285","K06A5.3","C. elegans"
"35019","OG0012286","K06A5.4","C. elegans"
"35020","OG0012287","K06A9.2","C. elegans"
"35021","OG0012288","K06A9.3","C. elegans"
"35022","OG0012289","K06C4.11","C. elegans"
"35023","OG0012290","K06C4.3","C. elegans"
"35024","OG0012291","K06G5.3a","C. elegans"
"35025","OG0012292","K06H7.1","C. elegans"
"35026","OG0012293","K06H7.7","C. elegans"
"35027","OG0012294","K07A1.11","C. elegans"
"35028","OG0012295","K07A1.13","C. elegans"
"35029","OG0012296","K07A1.20","C. elegans"
"35030","OG0012297","K07A12.3","C. elegans"
"35031","OG0012298","K07A12.5b","C. elegans"
"35032","OG0012299","K07A12.8a","C. elegans"
"35033","OG0012300","K07C11.2","C. elegans"
"35034","OG0012301","K07C11.3","C. elegans"
"35035","OG0012302","K07C5.13b","C. elegans"
"35036","OG0012303","K07C5.9","C. elegans"
"35037","OG0012304","K07D4.6","C. elegans"
"35038","OG0012305","K07E12.2","C. elegans"
"35039","OG0012306","K07E3.1","C. elegans"
"35040","OG0012307","K07E3.2","C. elegans"
"35041","OG0012308","K07E3.9","C. elegans"
"35042","OG0012309","K07F5.11","C. elegans"
"35043","OG0012310","K07G5.5","C. elegans"
"35044","OG0012311","K07H8.11","C. elegans"
"35045","OG0012312","K08B5.2","C. elegans"
"35046","OG0012313","K08C7.4","C. elegans"
"35047","OG0012314","K08C7.6","C. elegans"
"35048","OG0012315","K08C9.10","C. elegans"
"35049","OG0012316","K08D10.11","C. elegans"
"35050","OG0012317","K08D10.13","C. elegans"
"35051","OG0012318","K08D10.3a","C. elegans"
"35052","OG0012319","K08D12.6","C. elegans"
"35053","OG0012320","K08D12.8","C. elegans"
"35054","OG0012321","K08D8.10","C. elegans"
"35055","OG0012322","K08D8.2","C. elegans"
"35056","OG0012323","K08D8.7a","C. elegans"
"35057","OG0012324","K08D8.9","C. elegans"
"35058","OG0012325","K08D9.10","C. elegans"
"35059","OG0012326","K08D9.9","C. elegans"
"35060","OG0012327","K08E3.3b","C. elegans"
"35061","OG0012328","K08E4.2a","C. elegans"
"35062","OG0012329","K08E5.1b","C. elegans"
"35063","OG0012330","K08E5.5","C. elegans"
"35064","OG0012331","K08E5.6","C. elegans"
"35065","OG0012332","K08E7.2","C. elegans"
"35066","OG0012333","K08F11.1a","C. elegans"
"35067","OG0012334","K08F4.12","C. elegans"
"35068","OG0012335","K08F8.15","C. elegans"
"35069","OG0012336","K08F8.7","C. elegans"
"35070","OG0012337","K08F9.4","C. elegans"
"35071","OG0012338","K08H10.1k","C. elegans"
"35072","OG0012339","K08H2.1","C. elegans"
"35073","OG0012340","K08H2.7a","C. elegans"
"35074","OG0012341","K09A9.1","C. elegans"
"35075","OG0012342","K09A9.8","C. elegans"
"35076","OG0012343","K09B11.4","C. elegans"
"35077","OG0012344","K09C4.10","C. elegans"
"35078","OG0012345","K09C4.7","C. elegans"
"35079","OG0012346","K09C4.9","C. elegans"
"35080","OG0012347","K09C8.2","C. elegans"
"35081","OG0012348","K09C8.5","C. elegans"
"35082","OG0012349","K09C8.6","C. elegans"
"35083","OG0012350","K09C8.7","C. elegans"
"35084","OG0012351","K09C8.8","C. elegans"
"35085","OG0012352","K09C8.9","C. elegans"
"35086","OG0012353","K09D9.14","C. elegans"
"35087","OG0012354","K09D9.3","C. elegans"
"35088","OG0012355","K09E2.2a","C. elegans"
"35089","OG0012356","K09E2.3","C. elegans"
"35090","OG0012357","K09E4.4","C. elegans"
"35091","OG0012358","K09E4.6","C. elegans"
"35092","OG0012359","K09E9.3b","C. elegans"
"35093","OG0012360","K09E9.7","C. elegans"
"35094","OG0012361","K09F5.1a","C. elegans"
"35095","OG0012362","K09F5.4","C. elegans"
"35096","OG0012363","K09F6.11","C. elegans"
"35097","OG0012364","K09F6.13","C. elegans"
"35098","OG0012365","K09H11.11","C. elegans"
"35099","OG0012366","K09H11.15","C. elegans"
"35100","OG0012367","K09H11.9","C. elegans"
"35101","OG0012368","K09H9.3","C. elegans"
"35102","OG0012369","K09H9.7","C. elegans"
"35103","OG0012370","K09H9.9","C. elegans"
"35104","OG0012371","K10B3.5","C. elegans"
"35105","OG0012372","K10B3.9","C. elegans"
"35106","OG0012373","K10C2.12","C. elegans"
"35107","OG0012374","K10C2.14","C. elegans"
"35108","OG0012375","K10C2.2","C. elegans"
"35109","OG0012376","K10C2.5","C. elegans"
"35110","OG0012377","K10C2.6","C. elegans"
"35111","OG0012378","K10C2.7","C. elegans"
"35112","OG0012379","K10C2.8","C. elegans"
"35113","OG0012380","K10C8.4","C. elegans"
"35114","OG0012381","K10C9.1","C. elegans"
"35115","OG0012382","K10D11.7a","C. elegans"
"35116","OG0012383","K10D2.4","C. elegans"
"35117","OG0012384","K10D2.5","C. elegans"
"35118","OG0012385","K10D2.7","C. elegans"
"35119","OG0012386","K10D3.6","C. elegans"
"35120","OG0012387","K10D3.8","C. elegans"
"35121","OG0012388","K10D6.3a","C. elegans"
"35122","OG0012389","K10F12.7","C. elegans"
"35123","OG0012390","K10G6.3g","C. elegans"
"35124","OG0012391","K10G6.9","C. elegans"
"35125","OG0012392","K10H10.12","C. elegans"
"35126","OG0012393","K10H10.13","C. elegans"
"35127","OG0012394","K11D12.1","C. elegans"
"35128","OG0012395","K11D12.14","C. elegans"
"35129","OG0012396","K11D12.8","C. elegans"
"35130","OG0012397","K11E4.2","C. elegans"
"35131","OG0012398","K11G9.6","C. elegans"
"35132","OG0012399","K11H12.10","C. elegans"
"35133","OG0012400","K11H12.5","C. elegans"
"35134","OG0012401","K11H3.2","C. elegans"
"35135","OG0012402","K11H3.4","C. elegans"
"35136","OG0012403","K11H3.5a","C. elegans"
"35137","OG0012404","K11H3.6","C. elegans"
"35138","OG0012405","K12B6.11","C. elegans"
"35139","OG0012406","K12B6.5","C. elegans"
"35140","OG0012407","K12C11.5","C. elegans"
"35141","OG0012408","K12D12.4","C. elegans"
"35142","OG0012409","K12D12.5","C. elegans"
"35143","OG0012410","K12H4.2","C. elegans"
"35144","OG0012411","K12H4.5","C. elegans"
"35145","OG0012412","K12H4.6","C. elegans"
"35146","OG0012413","K12H6.10","C. elegans"
"35147","OG0012414","K12H6.2","C. elegans"
"35148","OG0012415","K12H6.4","C. elegans"
"35149","OG0012416","M01A8.1a","C. elegans"
"35150","OG0012417","M01E5.3c","C. elegans"
"35151","OG0012418","M01F1.8a","C. elegans"
"35152","OG0012419","M01G12.10","C. elegans"
"35153","OG0012420","M01G4.1","C. elegans"
"35154","OG0012421","M01H9.1","C. elegans"
"35155","OG0012422","M01H9.10","C. elegans"
"35156","OG0012423","M01H9.4d","C. elegans"
"35157","OG0012424","M02A10.1","C. elegans"
"35158","OG0012425","M02A10.3a","C. elegans"
"35159","OG0012426","M02D8.2","C. elegans"
"35160","OG0012427","M02D8.3","C. elegans"
"35161","OG0012428","M02D8.7","C. elegans"
"35162","OG0012429","M02E1.1a","C. elegans"
"35163","OG0012430","M02E1.3","C. elegans"
"35164","OG0012431","M02E1.4","C. elegans"
"35165","OG0012432","M02F4.7","C. elegans"
"35166","OG0012433","M02G9.2","C. elegans"
"35167","OG0012434","M02G9.3","C. elegans"
"35168","OG0012435","M02G9.4a","C. elegans"
"35169","OG0012436","M03A8.3","C. elegans"
"35170","OG0012437","M03B6.1","C. elegans"
"35171","OG0012438","M03B6.4","C. elegans"
"35172","OG0012439","M03B6.5","C. elegans"
"35173","OG0012440","M03C11.3b","C. elegans"
"35174","OG0012441","M03C11.6","C. elegans"
"35175","OG0012442","M03C11.9","C. elegans"
"35176","OG0012443","M03D4.3","C. elegans"
"35177","OG0012444","M03E7.2","C. elegans"
"35178","OG0012445","M03E7.3","C. elegans"
"35179","OG0012446","M03E7.5","C. elegans"
"35180","OG0012447","M03F4.4","C. elegans"
"35181","OG0012448","M03F8.5","C. elegans"
"35182","OG0012449","M04D8.4","C. elegans"
"35183","OG0012450","M04D8.5","C. elegans"
"35184","OG0012451","M04D8.6","C. elegans"
"35185","OG0012452","M04D8.8","C. elegans"
"35186","OG0012453","M05B5.3b","C. elegans"
"35187","OG0012454","M05B5.7","C. elegans"
"35188","OG0012455","M05D6.8b","C. elegans"
"35189","OG0012456","M110.10","C. elegans"
"35190","OG0012457","M110.8b","C. elegans"
"35191","OG0012458","M110.9","C. elegans"
"35192","OG0012459","M117.1a","C. elegans"
"35193","OG0012460","M117.6","C. elegans"
"35194","OG0012461","M151.1c","C. elegans"
"35195","OG0012462","M151.3","C. elegans"
"35196","OG0012463","M162.15","C. elegans"
"35197","OG0012464","M163.1","C. elegans"
"35198","OG0012465","M163.10","C. elegans"
"35199","OG0012466","M163.21","C. elegans"
"35200","OG0012467","M163.22","C. elegans"
"35201","OG0012468","M163.5","C. elegans"
"35202","OG0012469","M163.7","C. elegans"
"35203","OG0012470","M163.9","C. elegans"
"35204","OG0012471","M176.10a","C. elegans"
"35205","OG0012472","M176.16","C. elegans"
"35206","OG0012473","M18.1a","C. elegans"
"35207","OG0012474","M195.1","C. elegans"
"35208","OG0012475","M195.2b","C. elegans"
"35209","OG0012476","M199.134","C. elegans"
"35210","OG0012477","M199.135","C. elegans"
"35211","OG0012478","M199.5a","C. elegans"
"35212","OG0012479","M199.9","C. elegans"
"35213","OG0012480","M7.9","C. elegans"
"35214","OG0012481","M79.4","C. elegans"
"35215","OG0012482","MTCE.11","C. elegans"
"35216","OG0012483","MTCE.12","C. elegans"
"35217","OG0012484","MTCE.16","C. elegans"
"35218","OG0012485","MTCE.21","C. elegans"
"35219","OG0012486","MTCE.23","C. elegans"
"35220","OG0012487","MTCE.25","C. elegans"
"35221","OG0012488","MTCE.26","C. elegans"
"35222","OG0012489","MTCE.3","C. elegans"
"35223","OG0012490","MTCE.31","C. elegans"
"35224","OG0012491","MTCE.34","C. elegans"
"35225","OG0012492","MTCE.35","C. elegans"
"35226","OG0012493","MTCE.4","C. elegans"
"35227","OG0012494","R01B10.3","C. elegans"
"35228","OG0012495","R01E6.5","C. elegans"
"35229","OG0012496","R01H10.5","C. elegans"
"35230","OG0012497","R01H2.1","C. elegans"
"35231","OG0012498","R01H2.8","C. elegans"
"35232","OG0012499","R02D3.6","C. elegans"
"35233","OG0012500","R02D5.1","C. elegans"
"35234","OG0012501","R02D5.10","C. elegans"
"35235","OG0012502","R02D5.24","C. elegans"
"35236","OG0012503","R02D5.4","C. elegans"
"35237","OG0012504","R02D5.9","C. elegans"
"35238","OG0012505","R02E12.12","C. elegans"
"35239","OG0012506","R02E12.2a","C. elegans"
"35240","OG0012507","R02E12.4","C. elegans"
"35241","OG0012508","R02E12.5","C. elegans"
"35242","OG0012509","R02E4.1","C. elegans"
"35243","OG0012510","R02E4.3","C. elegans"
"35244","OG0012511","R02F11.11","C. elegans"
"35245","OG0012512","R02F11.2","C. elegans"
"35246","OG0012513","R02F2.10","C. elegans"
"35247","OG0012514","R02F2.5","C. elegans"
"35248","OG0012515","R02F2.6","C. elegans"
"35249","OG0012516","R03A10.1","C. elegans"
"35250","OG0012517","R03A10.2","C. elegans"
"35251","OG0012518","R03D7.15","C. elegans"
"35252","OG0012519","R03E1.4a","C. elegans"
"35253","OG0012520","R03E9.2","C. elegans"
"35254","OG0012521","R03E9.3a","C. elegans"
"35255","OG0012522","R03G5.5a","C. elegans"
"35256","OG0012523","R03G5.6","C. elegans"
"35257","OG0012524","R03H10.11","C. elegans"
"35258","OG0012525","R04A9.1","C. elegans"
"35259","OG0012526","R04A9.3","C. elegans"
"35260","OG0012527","R04A9.6","C. elegans"
"35261","OG0012528","R04A9.9a","C. elegans"
"35262","OG0012529","R04B3.1","C. elegans"
"35263","OG0012530","R04B5.1","C. elegans"
"35264","OG0012531","R04B5.11","C. elegans"
"35265","OG0012532","R04B5.7","C. elegans"
"35266","OG0012533","R04D3.4","C. elegans"
"35267","OG0012534","R04E5.2","C. elegans"
"35268","OG0012535","R04E5.7","C. elegans"
"35269","OG0012536","R04E5.8a","C. elegans"
"35270","OG0012537","R04E5.9","C. elegans"
"35271","OG0012538","R04F11.3","C. elegans"
"35272","OG0012539","R05A10.2","C. elegans"
"35273","OG0012540","R05A10.3","C. elegans"
"35274","OG0012541","R05D11.1","C. elegans"
"35275","OG0012542","R05D3.8","C. elegans"
"35276","OG0012543","R05D7.7","C. elegans"
"35277","OG0012544","R05G6.3","C. elegans"
"35278","OG0012545","R05G6.5","C. elegans"
"35279","OG0012546","R05G6.9","C. elegans"
"35280","OG0012547","R05G9.1","C. elegans"
"35281","OG0012548","R05G9.3","C. elegans"
"35282","OG0012549","R05G9.5","C. elegans"
"35283","OG0012550","R06A10.1a","C. elegans"
"35284","OG0012551","R06B10.7","C. elegans"
"35285","OG0012552","R06C1.1","C. elegans"
"35286","OG0012553","R06C1.6","C. elegans"
"35287","OG0012554","R06C7.9a","C. elegans"
"35288","OG0012555","R06F6.11","C. elegans"
"35289","OG0012556","R06F6.14","C. elegans"
"35290","OG0012557","R06F6.5b","C. elegans"
"35291","OG0012558","R06F6.6","C. elegans"
"35292","OG0012559","R06F6.7","C. elegans"
"35293","OG0012560","R07A4.2","C. elegans"
"35294","OG0012561","R07A4.3","C. elegans"
"35295","OG0012562","R07B1.11","C. elegans"
"35296","OG0012563","R07B1.4","C. elegans"
"35297","OG0012564","R07B1.8","C. elegans"
"35298","OG0012565","R07B1.9","C. elegans"
"35299","OG0012566","R07B5.9h","C. elegans"
"35300","OG0012567","R07B7.2c","C. elegans"
"35301","OG0012568","R07B7.3a","C. elegans"
"35302","OG0012569","R07C3.13a","C. elegans"
"35303","OG0012570","R07E3.2","C. elegans"
"35304","OG0012571","R07E3.7","C. elegans"
"35305","OG0012572","R07E4.3","C. elegans"
"35306","OG0012573","R07E4.5","C. elegans"
"35307","OG0012574","R07E5.11","C. elegans"
"35308","OG0012575","R07E5.19","C. elegans"
"35309","OG0012576","R07E5.5","C. elegans"
"35310","OG0012577","R07G3.6","C. elegans"
"35311","OG0012578","R07H5.10b","C. elegans"
"35312","OG0012579","R07H5.4","C. elegans"
"35313","OG0012580","R08A2.9","C. elegans"
"35314","OG0012581","R08B4.3","C. elegans"
"35315","OG0012582","R08B4.5","C. elegans"
"35316","OG0012583","R08C7.1","C. elegans"
"35317","OG0012584","R08C7.11","C. elegans"
"35318","OG0012585","R08C7.5a","C. elegans"
"35319","OG0012586","R09A1.3","C. elegans"
"35320","OG0012587","R09A8.5","C. elegans"
"35321","OG0012588","R09A8.9","C. elegans"
"35322","OG0012589","R09B5.10","C. elegans"
"35323","OG0012590","R09B5.13","C. elegans"
"35324","OG0012591","R09B5.2","C. elegans"
"35325","OG0012592","R09B5.3a","C. elegans"
"35326","OG0012593","R09B5.8","C. elegans"
"35327","OG0012594","R09B5.9","C. elegans"
"35328","OG0012595","R09E10.13","C. elegans"
"35329","OG0012596","R09E10.2","C. elegans"
"35330","OG0012597","R09F10.4","C. elegans"
"35331","OG0012598","R09F10.5","C. elegans"
"35332","OG0012599","R09F10.9","C. elegans"
"35333","OG0012600","R09H10.7","C. elegans"
"35334","OG0012601","R09H3.2","C. elegans"
"35335","OG0012602","R102.11a","C. elegans"
"35336","OG0012603","R102.5b","C. elegans"
"35337","OG0012604","R102.9","C. elegans"
"35338","OG0012605","R107.9","C. elegans"
"35339","OG0012606","R10A10.1","C. elegans"
"35340","OG0012607","R10D12.8","C. elegans"
"35341","OG0012608","R10E4.1","C. elegans"
"35342","OG0012609","R10E4.3","C. elegans"
"35343","OG0012610","R10E4.7","C. elegans"
"35344","OG0012611","R10E4.9","C. elegans"
"35345","OG0012612","R10E9.4","C. elegans"
"35346","OG0012613","R10F2.4","C. elegans"
"35347","OG0012614","R11.3","C. elegans"
"35348","OG0012615","R11.4","C. elegans"
"35349","OG0012616","R11A5.3","C. elegans"
"35350","OG0012617","R11A5.6","C. elegans"
"35351","OG0012618","R11A8.1a","C. elegans"
"35352","OG0012619","R11A8.3","C. elegans"
"35353","OG0012620","R11D1.11","C. elegans"
"35354","OG0012621","R11D1.12a","C. elegans"
"35355","OG0012622","R11D1.13","C. elegans"
"35356","OG0012623","R11D1.2","C. elegans"
"35357","OG0012624","R11D1.7","C. elegans"
"35358","OG0012625","R11F4.3","C. elegans"
"35359","OG0012626","R11G1.2","C. elegans"
"35360","OG0012627","R11G1.3","C. elegans"
"35361","OG0012628","R11G1.7","C. elegans"
"35362","OG0012629","R11H6.4a","C. elegans"
"35363","OG0012630","R12B2.13","C. elegans"
"35364","OG0012631","R12B2.6","C. elegans"
"35365","OG0012632","R12B2.7","C. elegans"
"35366","OG0012633","R12C12.4","C. elegans"
"35367","OG0012634","R12E2.14","C. elegans"
"35368","OG0012635","R12E2.15","C. elegans"
"35369","OG0012636","R12E2.6","C. elegans"
"35370","OG0012637","R12E2.7","C. elegans"
"35371","OG0012638","R12H7.3","C. elegans"
"35372","OG0012639","R13.2","C. elegans"
"35373","OG0012640","R13A1.1","C. elegans"
"35374","OG0012641","R13A1.10","C. elegans"
"35375","OG0012642","R13A1.5","C. elegans"
"35376","OG0012643","R13A5.10","C. elegans"
"35377","OG0012644","R13A5.3","C. elegans"
"35378","OG0012645","R13A5.7","C. elegans"
"35379","OG0012646","R13D11.10","C. elegans"
"35380","OG0012647","R13D7.11","C. elegans"
"35381","OG0012648","R13F6.1","C. elegans"
"35382","OG0012649","R13F6.6c","C. elegans"
"35383","OG0012650","R13H4.8","C. elegans"
"35384","OG0012651","R144.10","C. elegans"
"35385","OG0012652","R144.19","C. elegans"
"35386","OG0012653","R144.9","C. elegans"
"35387","OG0012654","R148.2","C. elegans"
"35388","OG0012655","R148.4a","C. elegans"
"35389","OG0012656","R148.7","C. elegans"
"35390","OG0012657","R160.10","C. elegans"
"35391","OG0012658","R160.12","C. elegans"
"35392","OG0012659","R160.13","C. elegans"
"35393","OG0012660","R160.14","C. elegans"
"35394","OG0012661","R160.2","C. elegans"
"35395","OG0012662","R160.3","C. elegans"
"35396","OG0012663","R160.4","C. elegans"
"35397","OG0012664","R160.5b","C. elegans"
"35398","OG0012665","R160.6","C. elegans"
"35399","OG0012666","R173.4","C. elegans"
"35400","OG0012667","R186.4","C. elegans"
"35401","OG0012668","R193.1","C. elegans"
"35402","OG0012669","R193.2","C. elegans"
"35403","OG0012670","R193.6","C. elegans"
"35404","OG0012671","R53.8","C. elegans"
"35405","OG0012672","R57.2","C. elegans"
"35406","OG0012673","R74.10","C. elegans"
"35407","OG0012674","T01A4.9","C. elegans"
"35408","OG0012675","T01B10.5","C. elegans"
"35409","OG0012676","T01B6.1","C. elegans"
"35410","OG0012677","T01B6.4","C. elegans"
"35411","OG0012678","T01B7.13","C. elegans"
"35412","OG0012679","T01B7.6","C. elegans"
"35413","OG0012680","T01B7.8","C. elegans"
"35414","OG0012681","T01C3.11a","C. elegans"
"35415","OG0012682","T01C3.8a","C. elegans"
"35416","OG0012683","T01C3.9","C. elegans"
"35417","OG0012684","T01C8.2","C. elegans"
"35418","OG0012685","T01C8.3","C. elegans"
"35419","OG0012686","T01D1.5a","C. elegans"
"35420","OG0012687","T01D1.6","C. elegans"
"35421","OG0012688","T01G5.8","C. elegans"
"35422","OG0012689","T01H3.5","C. elegans"
"35423","OG0012690","T02C1.2","C. elegans"
"35424","OG0012691","T02C12.5","C. elegans"
"35425","OG0012692","T02C5.1b","C. elegans"
"35426","OG0012693","T02E1.1","C. elegans"
"35427","OG0012694","T02E1.2","C. elegans"
"35428","OG0012695","T02E1.7","C. elegans"
"35429","OG0012696","T02E1.8a","C. elegans"
"35430","OG0012697","T02G5.15","C. elegans"
"35431","OG0012698","T02G6.1","C. elegans"
"35432","OG0012699","T02G6.2a","C. elegans"
"35433","OG0012700","T02G6.3","C. elegans"
"35434","OG0012701","T02G6.4","C. elegans"
"35435","OG0012702","T03D8.7","C. elegans"
"35436","OG0012703","T03F6.10","C. elegans"
"35437","OG0012704","T03F6.9","C. elegans"
"35438","OG0012705","T03G11.10","C. elegans"
"35439","OG0012706","T03G11.8","C. elegans"
"35440","OG0012707","T03G6.7","C. elegans"
"35441","OG0012708","T04A6.1a","C. elegans"
"35442","OG0012709","T04A6.2","C. elegans"
"35443","OG0012710","T04A6.3b","C. elegans"
"35444","OG0012711","T04A8.13","C. elegans"
"35445","OG0012712","T04A8.18","C. elegans"
"35446","OG0012713","T04A8.8","C. elegans"
"35447","OG0012714","T04B2.8","C. elegans"
"35448","OG0012715","T04C10.11","C. elegans"
"35449","OG0012716","T04C10.3","C. elegans"
"35450","OG0012717","T04C10.4","C. elegans"
"35451","OG0012718","T04C12.3","C. elegans"
"35452","OG0012719","T04C12.4","C. elegans"
"35453","OG0012720","T04C12.5","C. elegans"
"35454","OG0012721","T04C12.6","C. elegans"
"35455","OG0012722","T04C12.8","C. elegans"
"35456","OG0012723","T04C12.9","C. elegans"
"35457","OG0012724","T04C4.3","C. elegans"
"35458","OG0012725","T04C9.2","C. elegans"
"35459","OG0012726","T04C9.3","C. elegans"
"35460","OG0012727","T04D3.5","C. elegans"
"35461","OG0012728","T04D3.8","C. elegans"
"35462","OG0012729","T04F3.5","C. elegans"
"35463","OG0012730","T04F8.2","C. elegans"
"35464","OG0012731","T04F8.3","C. elegans"
"35465","OG0012732","T04F8.6","C. elegans"
"35466","OG0012733","T04F8.7a","C. elegans"
"35467","OG0012734","T04F8.8","C. elegans"
"35468","OG0012735","T04F8.9","C. elegans"
"35469","OG0012736","T04G9.1a","C. elegans"
"35470","OG0012737","T04G9.6a","C. elegans"
"35471","OG0012738","T04G9.7","C. elegans"
"35472","OG0012739","T04H1.12","C. elegans"
"35473","OG0012740","T04H1.13","C. elegans"
"35474","OG0012741","T04H1.6","C. elegans"
"35475","OG0012742","T05A10.6","C. elegans"
"35476","OG0012743","T05A6.2b","C. elegans"
"35477","OG0012744","T05A7.12","C. elegans"
"35478","OG0012745","T05A7.4","C. elegans"
"35479","OG0012746","T05A8.11","C. elegans"
"35480","OG0012747","T05A8.2","C. elegans"
"35481","OG0012748","T05A8.7","C. elegans"
"35482","OG0012749","T05A8.8","C. elegans"
"35483","OG0012750","T05B4.14","C. elegans"
"35484","OG0012751","T05B9.1","C. elegans"
"35485","OG0012752","T05C1.5","C. elegans"
"35486","OG0012753","T05C12.1","C. elegans"
"35487","OG0012754","T05C12.15","C. elegans"
"35488","OG0012755","T05C12.5","C. elegans"
"35489","OG0012756","T05C12.9","C. elegans"
"35490","OG0012757","T05C3.2","C. elegans"
"35491","OG0012758","T05C7.4","C. elegans"
"35492","OG0012759","T05C7.5","C. elegans"
"35493","OG0012760","T05C7.7","C. elegans"
"35494","OG0012761","T05C7.8","C. elegans"
"35495","OG0012762","T05C7.9","C. elegans"
"35496","OG0012763","T05D4.4a","C. elegans"
"35497","OG0012764","T05E12.9","C. elegans"
"35498","OG0012765","T05E7.5","C. elegans"
"35499","OG0012766","T05E8.2","C. elegans"
"35500","OG0012767","T05F1.10","C. elegans"
"35501","OG0012768","T05F1.15","C. elegans"
"35502","OG0012769","T05F1.2","C. elegans"
"35503","OG0012770","T05F1.4","C. elegans"
"35504","OG0012771","T05F1.7","C. elegans"
"35505","OG0012772","T05G5.10a","C. elegans"
"35506","OG0012773","T05G5.11","C. elegans"
"35507","OG0012774","T05G5.12","C. elegans"
"35508","OG0012775","T05G5.4","C. elegans"
"35509","OG0012776","T05G5.7a","C. elegans"
"35510","OG0012777","T05H4.11a","C. elegans"
"35511","OG0012778","T05H4.3","C. elegans"
"35512","OG0012779","T06A1.7a","C. elegans"
"35513","OG0012780","T06A10.106","C. elegans"
"35514","OG0012781","T06A10.107","C. elegans"
"35515","OG0012782","T06A4.2","C. elegans"
"35516","OG0012783","T06C10.4","C. elegans"
"35517","OG0012784","T06C10.6","C. elegans"
"35518","OG0012785","T06D10.8","C. elegans"
"35519","OG0012786","T06D4.2","C. elegans"
"35520","OG0012787","T06D4.6","C. elegans"
"35521","OG0012788","T06E4.11","C. elegans"
"35522","OG0012789","T06E4.21","C. elegans"
"35523","OG0012790","T06E4.7","C. elegans"
"35524","OG0012791","T06E8.2","C. elegans"
"35525","OG0012792","T06E8.8","C. elegans"
"35526","OG0012793","T06F4.1b","C. elegans"
"35527","OG0012794","T06G6.3a","C. elegans"
"35528","OG0012795","T06G6.4","C. elegans"
"35529","OG0012796","T06G6.5a","C. elegans"
"35530","OG0012797","T07A5.5","C. elegans"
"35531","OG0012798","T07A5.7","C. elegans"
"35532","OG0012799","T07A9.14","C. elegans"
"35533","OG0012800","T07A9.7","C. elegans"
"35534","OG0012801","T07C12.15","C. elegans"
"35535","OG0012802","T07C4.10","C. elegans"
"35536","OG0012803","T07C4.3a","C. elegans"
"35537","OG0012804","T07D1.3","C. elegans"
"35538","OG0012805","T07D10.1","C. elegans"
"35539","OG0012806","T07E3.5","C. elegans"
"35540","OG0012807","T07H8.11","C. elegans"
"35541","OG0012808","T08A9.11b","C. elegans"
"35542","OG0012809","T08A9.13","C. elegans"
"35543","OG0012810","T08A9.2","C. elegans"
"35544","OG0012811","T08B2.2","C. elegans"
"35545","OG0012812","T08D10.3","C. elegans"
"35546","OG0012813","T08D10.4","C. elegans"
"35547","OG0012814","T08D10.5","C. elegans"
"35548","OG0012815","T08G5.10","C. elegans"
"35549","OG0012816","T08G5.12","C. elegans"
"35550","OG0012817","T08G5.3a","C. elegans"
"35551","OG0012818","T09A12.2b","C. elegans"
"35552","OG0012819","T09A12.5","C. elegans"
"35553","OG0012820","T09A12.8","C. elegans"
"35554","OG0012821","T09A5.4","C. elegans"
"35555","OG0012822","T09A5.8","C. elegans"
"35556","OG0012823","T09B4.3b","C. elegans"
"35557","OG0012824","T09B4.5a","C. elegans"
"35558","OG0012825","T09D3.3","C. elegans"
"35559","OG0012826","T09F3.7","C. elegans"
"35560","OG0012827","T09F5.2","C. elegans"
"35561","OG0012828","T09F5.20b","C. elegans"
"35562","OG0012829","T10B10.5","C. elegans"
"35563","OG0012830","T10B10.6","C. elegans"
"35564","OG0012831","T10B10.9","C. elegans"
"35565","OG0012832","T10B11.7a","C. elegans"
"35566","OG0012833","T10B5.6","C. elegans"
"35567","OG0012834","T10B9.14","C. elegans"
"35568","OG0012835","T10B9.9","C. elegans"
"35569","OG0012836","T10C6.12","C. elegans"
"35570","OG0012837","T10D4.15","C. elegans"
"35571","OG0012838","T10E9.1","C. elegans"
"35572","OG0012839","T10E9.5","C. elegans"
"35573","OG0012840","T10G3.8","C. elegans"
"35574","OG0012841","T10H9.1","C. elegans"
